,Số phòng ngủ,Diện tích,Giá/m2
81279,4 phòng,36 m²,"37,5 triệu/m²"
81280,5 phòng,60 m²,90 triệu/m²
81281,5 phòng,45 m²,"115,56 triệu/m²"
81282,3 phòng,36 m²,"61,11 triệu/m²"
81283,5 phòng,48 m²,"156,25 triệu/m²"
81284,4 phòng,48 m²,"72,92 triệu/m²"
81285,2 phòng,20 m²,"107,5 triệu/m²"
81286,4 phòng,32 m²,"87,19 triệu/m²"
81287,4 phòng,40 m²,150 triệu/m²
81288,8 phòng,68 m²,"85,29 triệu/m²"
81289,4 phòng,55 m²,"74,55 triệu/m²"
81290,5 phòng,36 m²,"68,89 triệu/m²"
81291,3 phòng,22 m²,"72,73 triệu/m²"
81292,4 phòng,31 m²,"111,29 triệu/m²"
81293,3 phòng,33 m²,"62,88 triệu/m²"
81294,2 phòng,40 m²,24 triệu/m²
81295,4 phòng,63 m²,"57,14 triệu/m²"
81296,4 phòng,53 m²,"160,38 triệu/m²"
81297,2 phòng,50 m²,90 triệu/m²
81298,6 phòng,43 m²,"118,6 triệu/m²"
81299,3 phòng,31 m²,"59,68 triệu/m²"
81300,nhiều hơn 10 phòng,50 m²,85 triệu/m²
81301,4 phòng,40 m²,"81,25 triệu/m²"
81302,5 phòng,31 m²,"125,81 triệu/m²"
81303,2 phòng,22 m²,"106,82 triệu/m²"
81304,4 phòng,48 m²,"135,42 triệu/m²"
81305,5 phòng,50 m²,80 triệu/m²
81306,8 phòng,40 m²,"68,75 triệu/m²"
81307,3 phòng,40 m²,"82,5 triệu/m²"
81308,3 phòng,160 m²,"40,63 triệu/m²"
81309,2 phòng,32 m²,"57,81 triệu/m²"
81310,5 phòng,52 m²,"273,08 triệu/m²"
81311,4 phòng,40 m²,"67,5 triệu/m²"
81312,2 phòng,60 m²,200 triệu/m²
81313,3 phòng,40 m²,62 triệu/m²
81314,5 phòng,42 m²,"119,05 triệu/m²"
81315,2 phòng,26 m²,"59,62 triệu/m²"
81316,4 phòng,245 m²,"257,14 triệu/m²"
81317,8 phòng,100 m²,90 triệu/m²
81318,2 phòng,26 m²,"71,15 triệu/m²"
81319,4 phòng,62 m²,50 triệu/m²
81320,6 phòng,55 m²,100 triệu/m²
81321,4 phòng,42 m²,"97,62 triệu/m²"
81322,4 phòng,60 m²,105 triệu/m²
81323,3 phòng,34 m²,100 triệu/m²
81324,5 phòng,40 m²,"82,5 triệu/m²"
81325,5 phòng,42 m²,"319,05 triệu/m²"
81326,3 phòng,32 m²,"96,88 triệu/m²"
81327,3 phòng,40 m²,"81,25 triệu/m²"
81328,3 phòng,30 m²,"79,67 triệu/m²"
81329,3 phòng,25 m²,108 triệu/m²
81330,3 phòng,60 m²,"58,33 triệu/m²"
81331,4 phòng,36 m²,"88,89 triệu/m²"
81332,3 phòng,26 m²,"71,15 triệu/m²"
81333,4 phòng,43 m²,"101,16 triệu/m²"
81334,3 phòng,65 m²,"1,08 triệu/m²"
81335,3 phòng,35 m²,"78,57 triệu/m²"
81336,3 phòng,51 m²,"76,47 triệu/m²"
81337,4 phòng,38 m²,"68,42 triệu/m²"
81338,3 phòng,32 m²,"106,25 triệu/m²"
81339,3 phòng,34 m²,"55,88 triệu/m²"
81340,3 phòng,31 m²,"59,03 triệu/m²"
81341,3 phòng,31 m²,"74,19 triệu/m²"
81342,3 phòng,32 m²,"90,63 triệu/m²"
81343,2 phòng,40 m²,95 triệu/m²
81344,6 phòng,33 m²,"74,85 triệu/m²"
81345,3 phòng,23 m²,"102,17 triệu/m²"
81346,4 phòng,45 m²,"95,56 triệu/m²"
81347,4 phòng,38 m²,"78,95 triệu/m²"
81348,5 phòng,68 m²,341.176 đ/m²
81349,4 phòng,35 m²,60 triệu/m²
81350,4 phòng,60 m²,150 triệu/m²
81351,5 phòng,200 m²,127.500 đ/m²
81352,6 phòng,81 m²,"55,56 triệu/m²"
81353,5 phòng,60 m²,160 triệu/m²
81354,4 phòng,50 m²,66 triệu/m²
81355,4 phòng,50 m²,94 triệu/m²
81356,3 phòng,35 m²,"111,43 triệu/m²"
81357,4 phòng,35 m²,100 triệu/m²
81358,3 phòng,30 m²,"91,67 triệu/m²"
81359,3 phòng,10 m²,135 triệu/m²
81360,6 phòng,225 m²,44 triệu/m²
81361,4 phòng,45 m²,"102,22 triệu/m²"
81362,2 phòng,25 m²,"74,4 triệu/m²"
81363,4 phòng,45 m²,"125,56 triệu/m²"
81364,2 phòng,25 m²,106 triệu/m²
81365,4 phòng,39 m²,"71,79 triệu/m²"
81366,6 phòng,64 m²,"78,13 triệu/m²"
81367,5 phòng,45 m²,"104,44 triệu/m²"
81368,3 phòng,34 m²,"94,12 triệu/m²"
81369,3 phòng,35 m²,"88,57 triệu/m²"
81370,3 phòng,43 m²,"132,56 triệu/m²"
81371,3 phòng,39 m²,"119,23 triệu/m²"
81372,5 phòng,45 m²,"104,44 triệu/m²"
81373,4 phòng,42 m²,"89,29 triệu/m²"
81374,4 phòng,24 m²,"95,83 triệu/m²"
81375,3 phòng,38 m²,"92,11 triệu/m²"
81376,4 phòng,50 m²,138 triệu/m²
81377,4 phòng,74 m²,"102,7 triệu/m²"
81378,5 phòng,50 m²,260 triệu/m²
81379,3 phòng,27 m²,"66,67 triệu/m²"
81380,4 phòng,30 m²,"433,33 triệu/m²"
81381,4 phòng,38 m²,"105,26 triệu/m²"
81382,5 phòng,45 m²,"187,78 triệu/m²"
81383,3 phòng,68 m²,"36,76 triệu/m²"
81384,3 phòng,34 m²,"89,71 triệu/m²"
81385,3 phòng,113 m²,"212,39 triệu/m²"
81386,6 phòng,42 m²,"83,33 triệu/m²"
81387,3 phòng,30 m²,"60,67 triệu/m²"
81388,2 phòng,36 m²,"58,33 triệu/m²"
81389,6 phòng,64 m²,"79,69 triệu/m²"
81390,3 phòng,35 m²,"97,14 triệu/m²"
81391,3 phòng,40 m²,"83,75 triệu/m²"
81392,5 phòng,39 m²,"105,13 triệu/m²"
81393,5 phòng,55 m²,70 triệu/m²
81394,4 phòng,42 m²,"117,86 triệu/m²"
81395,6 phòng,64 m²,"78,13 triệu/m²"
81396,5 phòng,48 m²,"81,25 triệu/m²"
81397,3 phòng,27 m²,"81,48 triệu/m²"
81398,2 phòng,30 m²,"41,67 triệu/m²"
81399,5 phòng,36 m²,"127,78 triệu/m²"
81400,5 phòng,95 m²,"110,53 triệu/m²"
81401,3 phòng,35 m²,"157,14 triệu/m²"
81402,4 phòng,35 m²,"94,29 triệu/m²"
81403,4 phòng,55 m²,"89,09 triệu/m²"
81404,4 phòng,52 m²,"384,62 triệu/m²"
81405,3 phòng,30 m²,"58,33 triệu/m²"
81406,4 phòng,44 m²,"143,18 triệu/m²"
81407,3 phòng,45 m²,"86,67 triệu/m²"
81408,3 phòng,39 m²,"61,54 triệu/m²"
81409,5 phòng,51 m²,"90,2 triệu/m²"
81410,3 phòng,45 m²,"88,89 triệu/m²"
81411,3 phòng,30 m²,"81,67 triệu/m²"
81412,3 phòng,35 m²,"56,57 triệu/m²"
81413,4 phòng,40 m²,"57,5 triệu/m²"
81414,3 phòng,30 m²,"78,33 triệu/m²"
81415,4 phòng,36 m²,"44,44 triệu/m²"
81416,5 phòng,45 m²,"72,67 triệu/m²"
81417,3 phòng,52 m²,"88,46 triệu/m²"
81418,2 phòng,25 m²,74 triệu/m²
81419,4 phòng,35 m²,"88,57 triệu/m²"
81420,3 phòng,39 m²,"126,92 triệu/m²"
81421,3 phòng,33 m²,100 triệu/m²
81422,6 phòng,34 m²,"108,82 triệu/m²"
81423,4 phòng,35 m²,50 triệu/m²
81424,4 phòng,52 m²,100 triệu/m²
81425,4 phòng,50 m²,90 triệu/m²
81426,2 phòng,32 m²,"93,75 triệu/m²"
81427,4 phòng,38 m²,150 triệu/m²
81428,5 phòng,50 m²,420 triệu/m²
81429,4 phòng,51 m²,"68,63 triệu/m²"
81430,3 phòng,45 m²,80 triệu/m²
81431,3 phòng,48 m²,"103,13 triệu/m²"
81432,3 phòng,38 m²,"94,74 triệu/m²"
81433,4 phòng,45 m²,"133,33 triệu/m²"
81434,3 phòng,35 m²,"74,29 triệu/m²"
81435,3 phòng,35 m²,"91,43 triệu/m²"
81436,3 phòng,13 m²,"92,31 triệu/m²"
81437,3 phòng,33 m²,"97,27 triệu/m²"
81438,3 phòng,32 m²,"106,25 triệu/m²"
81439,6 phòng,75 m²,"102,67 triệu/m²"
81440,3 phòng,31 m²,"96,77 triệu/m²"
81441,3 phòng,32 m²,"92,19 triệu/m²"
81442,3 phòng,35 m²,"48,57 triệu/m²"
81443,5 phòng,36 m²,"105,56 triệu/m²"
81444,3 phòng,74 m²,"45,95 triệu/m²"
81445,2 phòng,32 m²,"93,75 triệu/m²"
81446,3 phòng,48 m²,"72,92 triệu/m²"
81447,3 phòng,40 m²,65 triệu/m²
81448,nhiều hơn 10 phòng,78 m²,"192,31 triệu/m²"
81449,4 phòng,55 m²,"76,36 triệu/m²"
81450,4 phòng,182 m²,"32,97 triệu/m²"
81451,2 phòng,15 m²,80 triệu/m²
81452,8 phòng,52 m²,"72,12 triệu/m²"
81453,4 phòng,36 m²,"116,67 triệu/m²"
81454,3 phòng,38 m²,"118,42 triệu/m²"
81455,4 phòng,60 m²,60 triệu/m²
81456,4 phòng,35 m²,"85,71 triệu/m²"
81457,3 phòng,30 m²,"8,96 triệu/m²"
81458,3 phòng,36 m²,"83,33 triệu/m²"
81459,3 phòng,30 m²,"78,33 triệu/m²"
81460,4 phòng,42 m²,75 triệu/m²
81461,5 phòng,58 m²,"115,52 triệu/m²"
81462,3 phòng,24 m²,100 triệu/m²
81463,3 phòng,32 m²,"90,63 triệu/m²"
81464,3 phòng,24 m²,75 triệu/m²
81465,2 phòng,32 m²,"93,75 triệu/m²"
81466,6 phòng,111 m²,"261,26 triệu/m²"
81467,3 phòng,31 m²,"112,9 triệu/m²"
81468,4 phòng,36 m²,"83,33 triệu/m²"
81469,3 phòng,32 m²,100 triệu/m²
81470,6 phòng,50 m²,"89,6 triệu/m²"
81471,3 phòng,37 m²,"135,14 triệu/m²"
81472,10 phòng,70 m²,105 triệu/m²
81473,3 phòng,50 m²,90 triệu/m²
81474,2 phòng,55 m²,"165,45 triệu/m²"
81475,4 phòng,29 m²,"131,03 triệu/m²"
81476,4 phòng,35 m²,"131,43 triệu/m²"
81477,6 phòng,60 m²,"99,17 triệu/m²"
81478,5 phòng,30 m²,"66,67 triệu/m²"
81479,4 phòng,90 m²,"211,11 triệu/m²"
81480,5 phòng,41 m²,"80,49 triệu/m²"
81481,4 phòng,35 m²,"91,43 triệu/m²"
81482,3 phòng,36 m²,"83,33 triệu/m²"
81483,3 phòng,32 m²,"93,75 triệu/m²"
81484,4 phòng,52 m²,"94,23 triệu/m²"
81485,4 phòng,35 m²,"114,29 triệu/m²"
81486,5 phòng,47 m²,"75,53 triệu/m²"
81487,4 phòng,50 m²,"89,6 triệu/m²"
81488,4 phòng,43 m²,"158,14 triệu/m²"
81489,5 phòng,350 m²,"20,86 triệu/m²"
81490,4 phòng,42 m²,"89,29 triệu/m²"
81491,2 phòng,40 m²,"77,5 triệu/m²"
81492,2 phòng,35 m²,"148,57 triệu/m²"
81493,4 phòng,36 m²,"105,56 triệu/m²"
81494,4 phòng,50 m²,98 triệu/m²
81495,2 phòng,30 m²,"78,33 triệu/m²"
81496,3 phòng,42 m²,"78,57 triệu/m²"
81497,4 phòng,39 m²,"94,87 triệu/m²"
81498,2 phòng,42 m²,"78,57 triệu/m²"
81499,3 phòng,38 m²,"92,11 triệu/m²"
81500,4 phòng,71 m²,"92,96 triệu/m²"
81501,3 phòng,35 m²,"85,71 triệu/m²"
81502,3 phòng,42 m²,"85,71 triệu/m²"
81503,6 phòng,45 m²,80 triệu/m²
81504,4 phòng,52 m²,"138,46 triệu/m²"
81505,3 phòng,36 m²,"88,89 triệu/m²"
81506,5 phòng,39 m²,"117,95 triệu/m²"
81507,2 phòng,50 m²,13 triệu/m²
81508,3 phòng,27 m²,"96,3 triệu/m²"
81509,3 phòng,35 m²,"85,71 triệu/m²"
81510,3 phòng,31 m²,"96,77 triệu/m²"
81511,3 phòng,32 m²,"46,88 triệu/m²"
81512,4 phòng,33 m²,"90,91 triệu/m²"
81513,3 phòng,45 m²,"52,22 triệu/m²"
81514,4 phòng,42 m²,"129,76 triệu/m²"
81515,5 phòng,180 m²,"67,78 triệu/m²"
81516,4 phòng,46 m²,"76,09 triệu/m²"
81517,2 phòng,45 m²,"41,11 triệu/m²"
81518,6 phòng,75 m²,"102,67 triệu/m²"
81519,3 phòng,45 m²,"67,78 triệu/m²"
81520,7 phòng,75 m²,"166,67 triệu/m²"
81521,4 phòng,40 m²,85 triệu/m²
81522,4 phòng,50 m²,60 triệu/m²
81523,3 phòng,110 m²,28 triệu/m²
81524,4 phòng,36 m²,"66,67 triệu/m²"
81525,5 phòng,80 m²,"73,75 triệu/m²"
81526,3 phòng,40 m²,"82,5 triệu/m²"
81527,3 phòng,40 m²,80 triệu/m²
81528,4 phòng,55 m²,"181,82 triệu/m²"
81529,3 phòng,60 m²,"65,83 triệu/m²"
81530,4 phòng,35 m²,"105,71 triệu/m²"
81531,2 phòng,20 m²,80 triệu/m²
81532,4 phòng,30 m²,"78,33 triệu/m²"
81533,5 phòng,39 m²,"94,87 triệu/m²"
81534,3 phòng,30 m²,115 triệu/m²
81535,3 phòng,36 m²,"88,89 triệu/m²"
81536,4 phòng,60 m²,"51,67 triệu/m²"
81537,4 phòng,45 m²,"57,78 triệu/m²"
81538,6 phòng,75 m²,304 triệu/m²
81539,3 phòng,54 m²,"62,96 triệu/m²"
81540,4 phòng,34 m²,"120,59 triệu/m²"
81541,4 phòng,47 m²,"87,23 triệu/m²"
81542,4 phòng,90 m²,"62,22 triệu/m²"
81543,4 phòng,32 m²,"118,75 triệu/m²"
81544,3 phòng,30 m²,"81,67 triệu/m²"
81545,3 phòng,42 m²,"85,71 triệu/m²"
81546,3 phòng,45 m²,"83,33 triệu/m²"
81547,3 phòng,33 m²,"80,3 triệu/m²"
81548,4 phòng,46 m²,"82,61 triệu/m²"
81549,2 phòng,55 m²,"75,45 triệu/m²"
81550,5 phòng,39 m²,"84,62 triệu/m²"
81551,4 phòng,42 m²,"78,57 triệu/m²"
81552,5 phòng,39 m²,"105,13 triệu/m²"
81553,3 phòng,33 m²,"90,91 triệu/m²"
81554,3 phòng,30 m²,"153,33 triệu/m²"
81555,4 phòng,36 m²,"98,61 triệu/m²"
81556,6 phòng,56 m²,"157,14 triệu/m²"
81557,6 phòng,46 m²,100 triệu/m²
81558,3 phòng,33 m²,"68,48 triệu/m²"
81559,5 phòng,350 m²,20 triệu/m²
81560,4 phòng,38 m²,"84,21 triệu/m²"
81561,3 phòng,42 m²,"110,71 triệu/m²"
81562,5 phòng,130 m²,"55,38 triệu/m²"
81563,4 phòng,46 m²,"72,83 triệu/m²"
81564,3 phòng,31 m²,"154,84 triệu/m²"
81565,5 phòng,68 m²,"102,21 triệu/m²"
81566,4 phòng,40 m²,135 triệu/m²
81567,4 phòng,38 m²,"85,53 triệu/m²"
81568,4 phòng,45 m²,"88,89 triệu/m²"
81569,5 phòng,36 m²,"83,33 triệu/m²"
81570,4 phòng,35 m²,"91,43 triệu/m²"
81571,4 phòng,40 m²,"212,5 triệu/m²"
81572,4 phòng,35 m²,"114,29 triệu/m²"
81573,4 phòng,61 m²,"75,41 triệu/m²"
81574,4 phòng,79 m²,"113,92 triệu/m²"
81575,4 phòng,35 m²,"91,43 triệu/m²"
81576,1 phòng,46 m²,"18,48 triệu/m²"
81577,3 phòng,45 m²,100 triệu/m²
81578,4 phòng,57 m²,"66,67 triệu/m²"
81579,3 phòng,53 m²,"75,47 triệu/m²"
81580,4 phòng,37 m²,"86,49 triệu/m²"
81581,3 phòng,35 m²,"85,71 triệu/m²"
81582,3 phòng,49 m²,"77,55 triệu/m²"
81583,3 phòng,74 m²,"45,95 triệu/m²"
81584,2 phòng,55 m²,"46,36 triệu/m²"
81585,2 phòng,20 m²,"72,5 triệu/m²"
81586,3 phòng,30 m²,"68,33 triệu/m²"
81587,2 phòng,20 m²,"142,5 triệu/m²"
81588,4 phòng,30 m²,"193,33 triệu/m²"
81589,4 phòng,38 m²,"84,21 triệu/m²"
81590,2 phòng,40 m²,40 triệu/m²
81591,4 phòng,40 m²,90 triệu/m²
81592,3 phòng,54 m²,"72,22 triệu/m²"
81593,3 phòng,35 m²,"108,57 triệu/m²"
81594,4 phòng,43 m²,"90,7 triệu/m²"
81595,5 phòng,62 m²,"72,58 triệu/m²"
81596,3 phòng,32 m²,"71,88 triệu/m²"
81597,5 phòng,32 m²,"118,75 triệu/m²"
81598,3 phòng,31 m²,"59,68 triệu/m²"
81599,6 phòng,34 m²,"108,82 triệu/m²"
81600,3 phòng,35 m²,"85,71 triệu/m²"
81601,3 phòng,32 m²,"103,13 triệu/m²"
81602,3 phòng,43 m²,"83,72 triệu/m²"
81603,5 phòng,54 m²,"268,52 triệu/m²"
81604,2 phòng,40 m²,60 triệu/m²
81605,5 phòng,40 m²,"112,5 triệu/m²"
81606,3 phòng,40 m²,"87,5 triệu/m²"
81607,4 phòng,45 m²,"91,11 triệu/m²"
81608,3 phòng,60 m²,"53,33 triệu/m²"
81609,1 phòng,30 m²,"66,67 triệu/m²"
81610,3 phòng,36 m²,"88,89 triệu/m²"
81611,4 phòng,36 m²,"79,17 triệu/m²"
81612,4 phòng,54 m²,"68,52 triệu/m²"
81613,4 phòng,49 m²,"120,41 triệu/m²"
81614,4 phòng,41 m²,"56,1 triệu/m²"
81615,5 phòng,46 m²,"86,96 triệu/m²"
81616,5 phòng,49 m²,"265,31 triệu/m²"
81617,3 phòng,40 m²,105 triệu/m²
81618,3 phòng,25 m²,84 triệu/m²
81619,5 phòng,40 m²,"157,5 triệu/m²"
81620,6 phòng,46 m²,"86,96 triệu/m²"
81621,5 phòng,50 m²,260 triệu/m²
81622,4 phòng,35 m²,78.571 đ/m²
81623,2 phòng,62 m²,"72,58 triệu/m²"
81624,2 phòng,40 m²,60 triệu/m²
81625,4 phòng,65 m²,"54,62 triệu/m²"
81626,4 phòng,49 m²,"91,84 triệu/m²"
81627,3 phòng,30 m²,105 triệu/m²
81628,3 phòng,30 m²,65 triệu/m²
81629,3 phòng,4 m²,925 triệu/m²
81630,2 phòng,33 m²,"96,97 triệu/m²"
81631,8 phòng,60 m²,"78,33 triệu/m²"
81632,5 phòng,57 m²,"96,49 triệu/m²"
81633,4 phòng,45 m²,"77,78 triệu/m²"
81634,2 phòng,47 m²,"63,83 triệu/m²"
81635,4 phòng,30 m²,"103,33 triệu/m²"
81636,5 phòng,45 m²,"108,89 triệu/m²"
81637,4 phòng,40 m²,75 triệu/m²
81638,2 phòng,32 m²,25 triệu/m²
81639,3 phòng,90 m²,"122,22 triệu/m²"
81640,5 phòng,52 m²,"115,38 triệu/m²"
81641,4 phòng,46 m²,"94,57 triệu/m²"
81642,4 phòng,41 m²,"87,8 triệu/m²"
81643,4 phòng,45 m²,"116,67 triệu/m²"
81644,3 phòng,33 m²,"66,67 triệu/m²"
81645,4 phòng,81 m²,"88,89 triệu/m²"
81646,3 phòng,75 m²,"45,33 triệu/m²"
81647,1 phòng,33 m²,"24,24 triệu/m²"
81648,6 phòng,68 m²,"36,76 triệu/m²"
81649,4 phòng,70 m²,"85,71 triệu/m²"
81650,3 phòng,3500 m²,2 triệu/m²
81651,3 phòng,42 m²,"80,95 triệu/m²"
81652,4 phòng,35 m²,"91,43 triệu/m²"
81653,3 phòng,35 m²,"85,71 triệu/m²"
81654,4 phòng,37 m²,"91,89 triệu/m²"
81655,3 phòng,32 m²,100 triệu/m²
81656,4 phòng,43 m²,"181,4 triệu/m²"
81657,4 phòng,35 m²,"142,86 triệu/m²"
81658,3 phòng,25 m²,104 triệu/m²
81659,4 phòng,40 m²,105 triệu/m²
81660,3 phòng,40 m²,75 triệu/m²
81661,3 phòng,33 m²,"166,67 triệu/m²"
81662,4 phòng,58 m²,"55,17 triệu/m²"
81663,3 phòng,32 m²,"103,13 triệu/m²"
81664,3 phòng,70 m²,"46,43 triệu/m²"
81665,3 phòng,36 m²,"83,33 triệu/m²"
81666,6 phòng,46 m²,"110,87 triệu/m²"
81667,7 phòng,81 m²,"203,7 triệu/m²"
81668,3 phòng,35 m²,"75,71 triệu/m²"
81669,2 phòng,48 m²,"135,42 triệu/m²"
81670,3 phòng,30 m²,100 triệu/m²
81671,3 phòng,38 m²,"69,74 triệu/m²"
81672,6 phòng,42 m²,"91,67 triệu/m²"
81673,2 phòng,50 m²,138 triệu/m²
81674,4 phòng,37 m²,"90,54 triệu/m²"
81675,3 phòng,38 m²,"40,79 triệu/m²"
81676,3 phòng,36 m²,"80,56 triệu/m²"
81677,4 phòng,61 m²,"86,89 triệu/m²"
81678,4 phòng,43 m²,"79,07 triệu/m²"
81679,4 phòng,24 m²,"89,58 triệu/m²"
81680,4 phòng,28 m²,"94,64 triệu/m²"
81681,4 phòng,47 m²,"74,47 triệu/m²"
81682,5 phòng,55 m²,"92,73 triệu/m²"
81683,5 phòng,33 m²,"93,94 triệu/m²"
81684,6 phòng,42 m²,"119,05 triệu/m²"
81685,6 phòng,48 m²,"281,25 triệu/m²"
81686,4 phòng,40 m²,"97,5 triệu/m²"
81687,4 phòng,41 m²,"117,07 triệu/m²"
81688,4 phòng,48 m²,"89,58 triệu/m²"
81689,4 phòng,60 m²,"110,83 triệu/m²"
81690,4 phòng,34 m²,"132,35 triệu/m²"
81691,4 phòng,20 m²,100 triệu/m²
81692,5 phòng,55 m²,"65,45 triệu/m²"
81693,4 phòng,46 m²,"104,35 triệu/m²"
81694,5 phòng,38 m²,"78,95 triệu/m²"
81695,4 phòng,40 m²,100 triệu/m²
81696,4 phòng,55 m²,"127,27 triệu/m²"
81697,4 phòng,108 m²,"89,81 triệu/m²"
81698,8 phòng,51 m²,"125,49 triệu/m²"
81699,2 phòng,107 m²,100 triệu/m²
81700,4 phòng,34 m²,100 triệu/m²
81701,2 phòng,30 m²,65 triệu/m²
81702,3 phòng,74 m²,"45,95 triệu/m²"
81703,2 phòng,25 m²,272 triệu/m²
81704,4 phòng,42 m²,100 triệu/m²
81705,2 phòng,36 m²,"110,56 triệu/m²"
81706,4 phòng,35 m²,"117,14 triệu/m²"
81707,4 phòng,48 m²,"47,92 triệu/m²"
81708,5 phòng,40 m²,"62,5 triệu/m²"
81709,4 phòng,65 m²,"64,62 triệu/m²"
81710,3 phòng,32 m²,"84,38 triệu/m²"
81711,4 phòng,44 m²,"82,95 triệu/m²"
81712,3 phòng,35 m²,"78,57 triệu/m²"
81713,3 phòng,38 m²,"121,05 triệu/m²"
81714,3 phòng,37 m²,"108,11 triệu/m²"
81715,4 phòng,35 m²,80 triệu/m²
81716,2 phòng,25 m²,98 triệu/m²
81717,3 phòng,50 m²,126 triệu/m²
81718,5 phòng,42 m²,"319,05 triệu/m²"
81719,4 phòng,50 m²,118 triệu/m²
81720,4 phòng,49 m²,"110,2 triệu/m²"
81721,3 phòng,45 m²,70 triệu/m²
81722,4 phòng,30 m²,"76,33 triệu/m²"
81723,9 phòng,99 m²,"363,64 triệu/m²"
81724,4 phòng,45 m²,"106,67 triệu/m²"
81725,5 phòng,64 m²,"203,13 triệu/m²"
81726,4 phòng,71 m²,"77,46 triệu/m²"
81727,3 phòng,55 m²,"72,55 triệu/m²"
81728,4 phòng,55 m²,400 triệu/m²
81729,4 phòng,16 m²,"95,63 triệu/m²"
81730,3 phòng,25 m²,92 triệu/m²
81731,5 phòng,45 m²,"52,22 triệu/m²"
81732,3 phòng,30 m²,78 triệu/m²
81733,5 phòng,40 m²,"81,25 triệu/m²"
81734,3 phòng,32 m²,"71,88 triệu/m²"
81735,3 phòng,33 m²,"87,88 triệu/m²"
81736,3 phòng,22 m²,"109,09 triệu/m²"
81737,1 phòng,50 m²,40 triệu/m²
81738,4 phòng,59 m²,"62,71 triệu/m²"
81739,3 phòng,36 m²,"110,56 triệu/m²"
81740,2 phòng,35 m²,"85,71 triệu/m²"
81741,3 phòng,34 m²,"76,47 triệu/m²"
81742,4 phòng,34 m²,"155,88 triệu/m²"
81743,5 phòng,35 m²,"85,71 triệu/m²"
81744,3 phòng,35 m²,"108,57 triệu/m²"
81745,4 phòng,42 m²,"109,52 triệu/m²"
81746,3 phòng,30 m²,"58,33 triệu/m²"
81747,3 phòng,36 m²,"102,78 triệu/m²"
81748,3 phòng,75 m²,"45,33 triệu/m²"
81749,4 phòng,34 m²,"46,47 triệu/m²"
81750,5 phòng,55 m²,"65,45 triệu/m²"
81751,3 phòng,33 m²,"93,94 triệu/m²"
81752,3 phòng,31 m²,"61,29 triệu/m²"
81753,4 phòng,36 m²,"86,11 triệu/m²"
81754,3 phòng,41 m²,"48,78 triệu/m²"
81755,6 phòng,40 m²,"87,5 triệu/m²"
81756,5 phòng,55 m²,"65,45 triệu/m²"
81757,3 phòng,33 m²,"87,88 triệu/m²"
81758,3 phòng,44 m²,"65,91 triệu/m²"
81759,4 phòng,64 m²,"46,09 triệu/m²"
81760,1 phòng,72 m²,"96,53 triệu/m²"
81761,4 phòng,52 m²,"128,85 triệu/m²"
81762,4 phòng,40 m²,"92,5 triệu/m²"
81763,4 phòng,50 m²,136 triệu/m²
81764,4 phòng,42 m²,"73,81 triệu/m²"
81765,4 phòng,34 m²,"108,82 triệu/m²"
81766,3 phòng,45 m²,80 triệu/m²
81767,nhiều hơn 10 phòng,100 m²,290 triệu/m²
81768,5 phòng,67 m²,"101,49 triệu/m²"
81769,2 phòng,27 m²,"98,15 triệu/m²"
81770,3 phòng,43 m²,"60,47 triệu/m²"
81771,4 phòng,50 m²,420 triệu/m²
81772,4 phòng,38 m²,"73,68 triệu/m²"
81773,3 phòng,40 m²,"62,5 triệu/m²"
81774,5 phòng,62 m²,"109,68 triệu/m²"
81775,4 phòng,36 m²,"113,89 triệu/m²"
81776,4 phòng,30 m²,"86,67 triệu/m²"
81777,6 phòng,50 m²,220 triệu/m²
81778,4 phòng,36 m²,"86,11 triệu/m²"
81779,5 phòng,72 m²,"94,44 triệu/m²"
81780,2 phòng,18 m²,"86,11 triệu/m²"
81781,4 phòng,62 m²,"76,61 triệu/m²"
81782,3 phòng,50 m²,154 triệu/m²
81783,6 phòng,42 m²,"91,67 triệu/m²"
81784,3 phòng,31 m²,"56,45 triệu/m²"
81785,4 phòng,40 m²,"102,5 triệu/m²"
81786,4 phòng,41 m²,"121,95 triệu/m²"
81787,4 phòng,32 m²,"107,81 triệu/m²"
81788,4 phòng,34 m²,"79,41 triệu/m²"
81789,3 phòng,30 m²,95 triệu/m²
81790,3 phòng,36 m²,100 triệu/m²
81791,4 phòng,40 m²,"99,5 triệu/m²"
81792,3 phòng,42 m²,"97,62 triệu/m²"
81793,1 phòng,45 m²,110 triệu/m²
81794,6 phòng,54 m²,"175,93 triệu/m²"
81795,3 phòng,27 m²,"90,74 triệu/m²"
81796,4 phòng,45 m²,"171,11 triệu/m²"
81797,6 phòng,80 m²,"137,5 triệu/m²"
81798,4 phòng,62 m²,"62,9 triệu/m²"
81799,3 phòng,30 m²,"59,33 triệu/m²"
81800,5 phòng,46 m²,"147,83 triệu/m²"
81801,4 phòng,38 m²,"85,53 triệu/m²"
81802,4 phòng,90 m²,"177,78 triệu/m²"
81803,5 phòng,55 m²,"127,27 triệu/m²"
81804,3 phòng,22 m²,100 triệu/m²
81805,3 phòng,20 m²,"112,5 triệu/m²"
81806,4 phòng,60 m²,"72,5 triệu/m²"
81807,6 phòng,35 m²,"148,57 triệu/m²"
81808,2 phòng,14 m²,"107,14 triệu/m²"
81809,4 phòng,33 m²,"75,76 triệu/m²"
81810,1 phòng,35 m²,"21,43 triệu/m²"
